mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,physical_reads,read_ahead_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,NO_CARTESIAN,2,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,1772,246,108505,4,107558,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,1681,240,108505,4,107556,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,1626,236,108505,4,107555,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,1761,245,108505,4,107572,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,1814,292,115708,1317,107760,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,1955,315,115708,1317,107752,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,1745,294,115708,1317,107751,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,1933,313,115708,1317,107752,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,1851,311,115708,1317,107751,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,302,75,28064,718,3503,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,321,80,28064,718,3503,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,378,106,28061,718,3503,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,336,91,28064,718,3503,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,328,83,28064,718,3503,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,1749,251,120839,4,107558,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,1676,239,120839,4,107555,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,1650,242,120839,4,107556,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,1537,228,120839,4,107558,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,1476,219,120839,4,107555,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,2272,280,26522,4,26302,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,2350,259,26522,4,26302,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,2371,257,26522,4,26302,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,2222,277,26522,4,26302,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,2371,278,26522,4,26302,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,4295,444,104890,1,104053,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,4258,442,104890,1,104055,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,4239,414,104890,1,104053,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,4203,410,104890,1,104055,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,4213,427,104890,1,104055,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,2557,384,132009,7,130552,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,2348,345,132009,7,130552,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,2219,327,132009,7,130552,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,2367,344,132009,7,130551,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,2177,335,132009,7,130551,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P46;P4;P50,dbo.p46_customer_non_uniform_spending;dbo.p4_open_not_returned;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_linestatus,l_returnflag;o_orderkey",customer;lineitem;orders,1763,1955,104797,3,105116,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P46;P4;P50,dbo.p46_customer_non_uniform_spending;dbo.p4_open_not_returned;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_linestatus,l_returnflag;o_orderkey",customer;lineitem;orders,1757,1937,104797,2,105116,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P46;P4;P50,dbo.p46_customer_non_uniform_spending;dbo.p4_open_not_returned;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_linestatus,l_returnflag;o_orderkey",customer;lineitem;orders,1800,1971,104797,3,105116,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P46;P4;P50,dbo.p46_customer_non_uniform_spending;dbo.p4_open_not_returned;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_linestatus,l_returnflag;o_orderkey",customer;lineitem;orders,1823,2010,104797,2,105116,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P39;P21,dbo.p39_customer_all_orders_truck_or_mail;dbo.p21_orders_high_revenue,c_custkey;o_orderkey,customer;orders,1053,157,30056,4,26302,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P39;P21,dbo.p39_customer_all_orders_truck_or_mail;dbo.p21_orders_high_revenue,c_custkey;o_orderkey,customer;orders,1056,151,30056,4,26302,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P39;P21,dbo.p39_customer_all_orders_truck_or_mail;dbo.p21_orders_high_revenue,c_custkey;o_orderkey,customer;orders,1047,152,30056,4,26310,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P39;P21,dbo.p39_customer_all_orders_truck_or_mail;dbo.p21_orders_high_revenue,c_custkey;o_orderkey,customer;orders,1016,144,30056,4,26310,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P39;P21,dbo.p39_customer_all_orders_truck_or_mail;dbo.p21_orders_high_revenue,c_custkey;o_orderkey,customer;orders,749,123,30056,4,26302,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P48,dbo.p48_lineitem_orderdate_closer_to_ship,"l_orderkey,l_shipdate,l_receiptdate",lineitem,1698,212,104890,1,104052,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P48,dbo.p48_lineitem_orderdate_closer_to_ship,"l_orderkey,l_shipdate,l_receiptdate",lineitem,1704,222,104890,1,104062,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P48,dbo.p48_lineitem_orderdate_closer_to_ship,"l_orderkey,l_shipdate,l_receiptdate",lineitem,1535,201,104890,1,104062,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P48,dbo.p48_lineitem_orderdate_closer_to_ship,"l_orderkey,l_shipdate,l_receiptdate",lineitem,1741,216,104890,1,104054,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P48,dbo.p48_lineitem_orderdate_closer_to_ship,"l_orderkey,l_shipdate,l_receiptdate",lineitem,1589,215,104890,1,104063,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P23;P40;P33,dbo.p23_customer_multi_supplier;dbo.p40_lineitem_supplier_nation_export_gt_import;dbo.p33_orders_customer_above_nation_avg,c_custkey;l_suppkey;o_custkey,customer;lineitem;orders,2217,353,131416,6,130355,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,2,user1,P23;P40;P33,dbo.p23_customer_multi_supplier;dbo.p40_lineitem_supplier_nation_export_gt_import;dbo.p33_orders_customer_above_nation_avg,c_custkey;l_suppkey;o_custkey,customer;lineitem;orders,2293,365,131416,6,130355,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,3,user1,P23;P40;P33,dbo.p23_customer_multi_supplier;dbo.p40_lineitem_supplier_nation_export_gt_import;dbo.p33_orders_customer_above_nation_avg,c_custkey;l_suppkey;o_custkey,customer;lineitem;orders,1978,340,131416,6,130355,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,4,user1,P23;P40;P33,dbo.p23_customer_multi_supplier;dbo.p40_lineitem_supplier_nation_export_gt_import;dbo.p33_orders_customer_above_nation_avg,c_custkey;l_suppkey;o_custkey,customer;lineitem;orders,2137,349,131416,6,130363,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,5,user1,P23;P40;P33,dbo.p23_customer_multi_supplier;dbo.p40_lineitem_supplier_nation_export_gt_import;dbo.p33_orders_customer_above_nation_avg,c_custkey;l_suppkey;o_custkey,customer;lineitem;orders,2159,343,131416,6,130355,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,1,user1,P2;P41;P37,dbo.p2_no_carefully;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,l_comment;o_orderkey;s_suppkey,lineitem;orders;supplier,3931,477,338251,4,127129,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P2;P41;P37,dbo.p2_no_carefully;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,l_comment;o_orderkey;s_suppkey,lineitem;orders;supplier,3797,471,338251,4,127119,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P2;P41;P37,dbo.p2_no_carefully;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,l_comment;o_orderkey;s_suppkey,lineitem;orders;supplier,3829,468,338251,4,127118,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P2;P41;P37,dbo.p2_no_carefully;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,l_comment;o_orderkey;s_suppkey,lineitem;orders;supplier,3857,471,338251,4,127122,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P2;P41;P37,dbo.p2_no_carefully;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,l_comment;o_orderkey;s_suppkey,lineitem;orders;supplier,3809,477,338251,4,127120,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P3;P49,dbo.p3_return_discount;dbo.p49_part_multi_nation_suppliers,"l_returnflag,l_discount;p_partkey",lineitem;part,1538,225,108505,4,107555,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P3;P49,dbo.p3_return_discount;dbo.p49_part_multi_nation_suppliers,"l_returnflag,l_discount;p_partkey",lineitem;part,1548,225,108505,4,107555,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P3;P49,dbo.p3_return_discount;dbo.p49_part_multi_nation_suppliers,"l_returnflag,l_discount;p_partkey",lineitem;part,1595,227,108505,4,107556,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P3;P49,dbo.p3_return_discount;dbo.p49_part_multi_nation_suppliers,"l_returnflag,l_discount;p_partkey",lineitem;part,1524,224,108505,4,107560,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P3;P49,dbo.p3_return_discount;dbo.p49_part_multi_nation_suppliers,"l_returnflag,l_discount;p_partkey",lineitem;part,1519,228,108505,4,107555,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P3;P38;P20;P32,dbo.p3_return_discount;dbo.p38_order_quantity_above_customer_avg;dbo.p20_part_avg_supplycost;dbo.p32_supplier_urgent_orders,"l_returnflag,l_discount;o_orderkey,o_custkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,2845,451,148646,8,146469,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P3;P38;P20;P32,dbo.p3_return_discount;dbo.p38_order_quantity_above_customer_avg;dbo.p20_part_avg_supplycost;dbo.p32_supplier_urgent_orders,"l_returnflag,l_discount;o_orderkey,o_custkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,2926,469,148646,8,146468,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P3;P38;P20;P32,dbo.p3_return_discount;dbo.p38_order_quantity_above_customer_avg;dbo.p20_part_avg_supplycost;dbo.p32_supplier_urgent_orders,"l_returnflag,l_discount;o_orderkey,o_custkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,2752,442,148646,8,146460,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P3;P38;P20;P32,dbo.p3_return_discount;dbo.p38_order_quantity_above_customer_avg;dbo.p20_part_avg_supplycost;dbo.p32_supplier_urgent_orders,"l_returnflag,l_discount;o_orderkey,o_custkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,2808,448,148646,8,146460,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P3;P38;P20;P32,dbo.p3_return_discount;dbo.p38_order_quantity_above_customer_avg;dbo.p20_part_avg_supplycost;dbo.p32_supplier_urgent_orders,"l_returnflag,l_discount;o_orderkey,o_custkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,2938,476,148646,8,146473,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P18,dbo.p24_supplier_multi_region,s_suppkey,supplier,630,180,34306,3,16034,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P18,dbo.p24_supplier_multi_region,s_suppkey,supplier,656,187,34306,3,16034,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P18,dbo.p24_supplier_multi_region,s_suppkey,supplier,454,142,34306,3,16034,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P18,dbo.p24_supplier_multi_region,s_suppkey,supplier,657,194,34306,3,16034,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P18,dbo.p24_supplier_multi_region,s_suppkey,supplier,493,150,34306,3,16034,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P16;P50,dbo.p16_lineitem_supplier_region_share;dbo.p50_order_positive_quantity_discount_correlation,"l_suppkey,l_partkey;o_orderkey",lineitem;orders,1615,258,127878,2,126925,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P16;P50,dbo.p16_lineitem_supplier_region_share;dbo.p50_order_positive_quantity_discount_correlation,"l_suppkey,l_partkey;o_orderkey",lineitem;orders,1704,249,127878,2,126923,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P16;P50,dbo.p16_lineitem_supplier_region_share;dbo.p50_order_positive_quantity_discount_correlation,"l_suppkey,l_partkey;o_orderkey",lineitem;orders,1684,246,127878,2,126923,5,,Mr,4.sql,"lineitem,orders"
